,name,place_id,formatted_address,types,user_ratings_total,rating,lat,long,latlong
305,Polsek Metro Gambir,ChIJ447dTYH2aS4RKAoB11iXtik,"Jl. Cideng Bar. Dalam No.12 13 1, RT.13/RW.1, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia","police,point_of_interest,establishment",44,3.8,-6.1809628,106.8120493,"-6.1809628,106.8120493"
306,Kantor Polisi,ChIJqxIcP2b0aS4RPUVL_6oV7Rc,"No Jl. Matraman Raya No.9, RW.1, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13140, Indonesia","police,point_of_interest,establishment",4,4.0,-6.199463499999999,106.8545709,"-6.1994635,106.8545709"
307,Polres Metro Jakarta Utara,ChIJAQAAAPMdai4Rw8K87LV7qGI,"Jl. Yos Sudarso No.1, RT.1/RW.12, Rawabadak Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14230, Indonesia","police,point_of_interest,establishment",172,4.0,-6.1167038,106.8938738,"-6.1167038,106.8938738"
308,Polsek Kemayoran,ChIJFc-Qs7z1aS4Rwe3nbJlJ22k,"Jl. Apron No.1, RT.15/RW.5, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630, Indonesia","police,point_of_interest,establishment",194,4.0,-6.1593838,106.8531825,"-6.1593838,106.8531825"
309,Tanjung Duren Police Station,ChIJx2lXt172aS4RCa3NygjoO0I,"Jl. Tanjung Duren Raya No.1, RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","police,point_of_interest,establishment",117,3.7,-6.173860400000001,106.7896873,"-6.1738604,106.7896873"
310,Kepolisian Daerah Metropolitan,ChIJbRUPwFPxaS4RxZKl59hCkFc,"QRH6+957, Jl. Patokan, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia","police,point_of_interest,establishment",4,3.8,-6.2215932,106.810411,"-6.2215932,106.810411"
311,Polsek Sawah Besar,ChIJnUuRi8n1aS4R8C2JuVUmvis,"Jl. Dr. Wahidin Raya No.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia","police,point_of_interest,establishment",55,4.5,-6.170306699999999,106.8390387,"-6.1703067,106.8390387"
312,Polsek Metro Matraman,ChIJpf7JPGb0aS4RehezAN2dl4w,"Jl. Pal Meriam Jl. Matraman Raya No.11, RT.1/RW.1, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120, Indonesia","police,point_of_interest,establishment",40,3.5,-6.199365299999999,106.8543281,"-6.1993653,106.8543281"
313,Kepolisian Sektor Pulo Gadung,ChIJwUmP5ur0aS4Rc9ZZefyCXAk,"Jl. Pemuda No.33, RT.8/RW.5, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","police,point_of_interest,establishment",10,3.1,-6.1931759,106.8861157,"-6.1931759,106.8861157"
314,Polsek Palmerah,ChIJq_cnPcb2aS4RVx3M1n5TI7k,"Jl. Palmerah Barat, RT.7/RW.14, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480, Indonesia","police,point_of_interest,establishment",65,3.5,-6.2073063,106.789471,"-6.2073063,106.789471"
315,Polri Daerah Metro Jaya Dan Sekitarnya Polres Metro Jakarta Pusat Satuan Lalu Lintas,ChIJA_kFMvD1aS4RrrDAgMWYyvM,"VR4J+2VH, Jl. Pangeran Jayakarta, RT.13/RW.10, Mangga Dua Sel., Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10730, Indonesia","police,point_of_interest,establishment",0,0.0,-6.1449264,106.8322306,"-6.1449264,106.8322306"
316,Cengkareng Polsek,ChIJh_OgS3L0aS4R7_wbJzOY3Sw,"QRRW+F6X, RT.2/RW.10, Pasar Manggis, Setiabudi, South Jakarta City, Jakarta 12970, Indonesia","police,point_of_interest,establishment",1,1.0,-6.2087634,106.845599,"-6.2087634,106.845599"
317,Polsubsektor Pecenongan,ChIJw7fcANv1aS4R0kdlWM-FJjs,"Jalan Pecenongan, RT.02 / RW.04, Kebon Kelapa, Gambir, RT.2/RW.4, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120, Indonesia","police,point_of_interest,establishment",4,4.8,-6.162768499999999,106.8268197,"-6.1627685,106.8268197"
318,Polsubsektor Bendungan Hilir,ChIJy31466v2aS4RYp0Qx2BK-Pw,"Jalan Bendungan Hilir 3 RT. 011 / RW. 001, Bendungan Hilir, Tanah Abang, RT.11/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia","police,point_of_interest,establishment",7,4.6,-6.2137311,106.8131379,"-6.2137311,106.8131379"
319,Police Johar Baru,ChIJ5Qt_G0_0aS4RFbzXAnbT7HI,"Jl. Kramat Pulo Gundul, RT.2/RW.9, Tanah Tinggi, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450, Indonesia","police,point_of_interest,establishment",52,4.4,-6.183555699999999,106.8494831,"-6.1835557,106.8494831"
320,Tambora Police Sector,ChIJtewOzYAdai4Rl_2omwbtz6o,"Jl. Pangeran Tubagus Angke No.1, Angke, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11330, Indonesia","police,point_of_interest,establishment",61,3.8,-6.143702999999999,106.7914334,"-6.143703,106.7914334"
321,Polsek Metro Menteng,ChIJ4SScJm_0aS4RH2h2ftmyhag,"Jl. Proklamasi No.96, RT.1/RW.3, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320, Indonesia","police,point_of_interest,establishment",1,5.0,-6.2019889,106.8509857,"-6.2019889,106.8509857"
322,Polsubsek Kebon Nanas,ChIJgQCzC3LzaS4RL0v_I1_OmVk,"6, Jl. DI. Panjaitan No.RT.15, RT.1/RW.6, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia","police,point_of_interest,establishment",8,1.8,-6.240353799999999,106.8786049,"-6.2403538,106.8786049"
323,Polsubsektor Cut Meutia,ChIJvyQGXTr0aS4R6LxulIStdZU,"Jalan Cut Meutia No. 13, Cikini, Menteng, RT.2/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","police,point_of_interest,establishment",2,5.0,-6.187382899999999,106.83345,"-6.1873829,106.83345"
324,Police sub Pospol Mangga Besar,ChIJVdf3o-b1aS4RF6xjSlUh6xU,"Jl. Raya Mangga Besar No.84A, RT.13/RW.1, Taman Sari, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11150, Indonesia","police,point_of_interest,establishment",7,4.1,-6.148716400000001,106.8266612,"-6.1487164,106.8266612"
325,Polsek Pancoran,ChIJpQyH4zHyaS4RpzQ--kHphZE,"Jl. Buncit Raya No.124, RT.12/RW.9, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740, Indonesia","police,point_of_interest,establishment",51,4.0,-6.263903699999999,106.8302548,"-6.2639037,106.8302548"
326,Kramat Jati Sub-sector Police Department,ChIJObvXkfjyaS4R9JDJqC-r7ls,"1, Jl. Raya Bogor No.33, RT.4/RW.4, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640, Indonesia","police,point_of_interest,establishment",14,4.4,-6.263514100000001,106.8661215,"-6.2635141,106.8661215"
327,Pos Polisi Kebon Baru,ChIJfYgAJ6fzaS4RWpbo4_OGNU8,"QV56+2V4, RT.1/RW.14, Kebon Baru, Tebet, South Jakarta City, Jakarta 12830, Indonesia","police,point_of_interest,establishment",4,3.8,-6.242533099999999,106.8622177,"-6.2425331,106.8622177"
328,Senen kantor polisi,ChIJ3TlStTP1aS4RHDUzC4j3dsg,"RV42+J46, RT.2/RW.3, Paseban, Senen, Central Jakarta City, Jakarta 10440, Indonesia","police,point_of_interest,establishment",0,0.0,-6.193461399999999,106.8502665,"-6.1934614,106.8502665"
329,Pospol Lapangan Banteng,ChIJzbdkKcn1aS4RlZn9Fadjr9A,"Jl. Banteng Timur No.1, RT.9/RW.5, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia","police,point_of_interest,establishment",38,3.9,-6.1707744,106.8365585,"-6.1707744,106.8365585"
330,Polsek Taman Puring,ChIJxWKJTxTxaS4RYrmTKqxuDRA,"Jl. Kyai Maja No.51 E, RT.4/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia","police,point_of_interest,establishment",0,0.0,-6.242008999999999,106.790438,"-6.242009,106.790438"
331,Pos Polisi Lalu Lintas Polsek Pancoran,ChIJUUKr8bjzaS4R0544OkAUyQo,"QR4V+WGJ, Jl. Pancoran Timur II, RT.2/RW.2, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia","police,point_of_interest,establishment",2,4.0,-6.242663299999999,106.8437532,"-6.2426633,106.8437532"
332,Markas Besar Kepolisian Negara Republik Indonesia (MABES POLRI),ChIJ8-3dzGnxaS4R9oLRtFUgcLY,"Jl. Trunojoyo No.3, RT.2/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110, Indonesia","police,point_of_interest,establishment",436,4.0,-6.2392356,106.8015075,"-6.2392356,106.8015075"
333,Polisi Pekojan,ChIJ_8bRSAP2aS4Rii_gw3vtc4I,"Jl. Pengukiran IV No.5, RT.1/RW.2, Pekojan, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11240, Indonesia","police,point_of_interest,establishment",2,5.0,-6.1407753,106.8060076,"-6.1407753,106.8060076"
334,Polsek Kramat Jati,ChIJx6b09obyaS4R-0mo7SpHK3A,"Jl. Merpati No.1, RT.2/RW.2, Kp. Tengah, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13540, Indonesia","police,point_of_interest,establishment",75,3.3,-6.2902249,106.8690293,"-6.2902249,106.8690293"
335,Pos Polisi Pasar Tanah Abang,ChIJx8fHZZz2aS4Raobq71aCCgw,"Jl. Jati Bunder No.67, RT.10/RW.9, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240, Indonesia","police,point_of_interest,establishment",17,3.8,-6.190042699999999,106.8129806,"-6.1900427,106.8129806"
336,Polsubsektor Palmerah,ChIJpTL-o7f2aS4RCagJL1F-HjI,"Jl. Tentara Pelajar No.2, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Indonesia","police,point_of_interest,establishment",7,4.9,-6.2095614,106.7968475,"-6.2095614,106.7968475"
337,Polsubsektor PIK,ChIJBxJtLEOLaS4RvJzmgSfgI8w,"QWWJ+MXQ, Komplek PIK, Jl. Raya Penggilingan, Penggilingan, Cakung, RT.5/RW.10, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940, Indonesia","police,point_of_interest,establishment",7,3.3,-6.2033111,106.9324718,"-6.2033111,106.9324718"
338,Pospol Kayuputih,ChIJR8Gv0cL0aS4Rt2cvv_lVDM8,"Jl. Pemuda, RW.6, Rawamangun, Jakarta Timur, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","police,point_of_interest,establishment",3,3.3,-6.1933341,106.8910186,"-6.1933341,106.8910186"
339,Polsek Gempol,ChIJh_OgS3L0aS4RiOveS-2nfxU,"QRRW+F6X, RT.2/RW.10, Pasar Manggis, Setiabudi, South Jakarta City, Jakarta 12970, Indonesia","police,point_of_interest,establishment",0,0.0,-6.2087634,106.845599,"-6.2087634,106.845599"
340,Polsek Tanjung Priok,ChIJqVE5Bscfai4RcixveKKPTWw,"Jl. Gorontalo Raya No.1, RT.12/RW.1, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330, Indonesia","police,point_of_interest,establishment",77,3.8,-6.115124,106.8803191,"-6.115124,106.8803191"
341,Polsek Cilandak,ChIJd0TvxsHxaS4RkMo4CUWOuOg,"Jl. Caringin Utara No.1, RT.7/RW.10, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia","police,point_of_interest,establishment",76,3.3,-6.283280299999999,106.7932613,"-6.2832803,106.7932613"
342,Polsektro Tebet,ChIJ8-Rw_JPzaS4RjpPwVNDTMF8,"Jl. Prof. DR. Soepomo No.55, RT.13/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia","police,point_of_interest,establishment",59,3.9,-6.2314688,106.84651,"-6.2314688,106.84651"
343,Polsek Kebayoran Lama,ChIJ54_4wSLxaS4R_R4QsSsiI_0,"Jl. Praja I No.1, RT.5/RW.1, Kby. Lama Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia","police,point_of_interest,establishment",63,3.7,-6.2499899,106.778417,"-6.2499899,106.778417"
344,Polsek Cengkareng,ChIJH-zKfvn3aS4R6lYWDjMsRdY,"Jl. Kamal Raya No.10, RW.8, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia","police,point_of_interest,establishment",117,3.2,-6.1460688,106.7290779,"-6.1460688,106.7290779"
345,Penjaringan Metropolitan Police Sector,ChIJtewOzYAdai4R-CuAqz15FXI,"Jl. Pluit Selatan Raya No.5A, RT.1/RW.10, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia","police,point_of_interest,establishment",96,3.2,-6.125032699999999,106.8010659,"-6.1250327,106.8010659"
346,Polsek Jatinegara,ChIJYRbNwnTzaS4RjUq-dCwFid4,"Jl. Otista Raya No.1, RT.11/RW.12, Bidara Cina, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330, Indonesia","police,point_of_interest,establishment",55,4.3,-6.243845899999999,106.86827,"-6.2438459,106.86827"
347,POS POLISI Mega Kuningan,ChIJFYyoWuXzaS4RhCSV07hobzQ,"Lingkar Mega Kuningan No.5, RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia","police,point_of_interest,establishment",18,4.0,-6.224969499999999,106.8258819,"-6.2249695,106.8258819"
348,Pospol Achmad Yani,ChIJJf1f6_r0aS4RQJ8gQqoqmFw,"Jl. Rawasari Tim. 1 Dalam No.42, RT.1/RW.2, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510, Indonesia","police,point_of_interest,establishment",1,5.0,-6.1836346,106.8752386,"-6.1836346,106.8752386"
349,Polsek Cakung,ChIJmS8kOBeLaS4R0mplEwdEUnc,"Jl. Raya Bekasi No.KM.23, RT.1/RW.2, Cakung Bar., Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13910, Indonesia","police,point_of_interest,establishment",591,4.2,-6.1843341,106.9406388,"-6.1843341,106.9406388"
350,Polsek Metro Koja,ChIJ8bX5OR0gai4RmPfkZqdnYTE,"10, Jl. Bhayangkara Tugu No.9, RT.10/RW.1, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, Indonesia","police,point_of_interest,establishment",42,3.6,-6.121786699999999,106.9144359,"-6.1217867,106.9144359"
351,Polsek Pademangan,ChIJ_aZxVBgeai4RxGcMuWaqbiI,"Jl. Gor Kec. Pademanga, RT.12/RW.12, Pademangan Bar., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14420, Indonesia","police,point_of_interest,establishment",48,4.1,-6.1322488,106.8371777,"-6.1322488,106.8371777"
352,POLISI SUBSEKTOR SUNTER JAYA,ChIJfQF1cJ_1aS4RshI0cKPRERs,"RVW6+7HV, Jl. Sunter Kemayoran, RT.4/RW.2, Sunter Jaya, Kec. Tj. Priok, Jakarta, Daerah Khusus Ibukota Jakarta 14350, Indonesia","police,point_of_interest,establishment",5,5.0,-6.154302299999999,106.8613806,"-6.1543023,106.8613806"
353,Police Station Sumber Waras,ChIJcQeYl2j2aS4Rh05d-wRdID8,"Blok No., Jl. Kyai Tapa Blok AC No.5, RT.10/RW.10, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440, Indonesia","police,point_of_interest,establishment",2,4.0,-6.166520299999999,106.7982192,"-6.1665203,106.7982192"
354,Polsek Kelapa Gading,ChIJc88HbTL1aS4RF_Vk43gyHsU,"Jl. Gading Indah Utara I No.12A, RT.21/RW.12, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14250, Indonesia","police,point_of_interest,establishment",77,3.6,-6.1627168,106.9077298,"-6.1627168,106.9077298"
395,East Lombok district police,ChIJBwAAALtOzC0RrRKoZuM1dZU,"Jl. Sayid Saleh, Pancor, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83611, Indonesia","police,point_of_interest,establishment",124,4.7,-8.649833899999999,116.5347295,"-8.6498339,116.5347295"
396,Polisi,ChIJSbxhea2vzS0RT0ppTd4g-T0,"67MG+P3R, Tanak Awu, Pujut, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia","police,point_of_interest,establishment",0,0.0,-8.7656072,116.2751536,"-8.7656072,116.2751536"
397,POLSEK Tanjung,ChIJbVLqkcLbzS0RMpLug6uqw-c,"JL. Raya Tanjung, RT. 03, Lombok Utara, Tanjung, Tanjung, Mataram, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","police,point_of_interest,establishment",4,4.0,-8.3539324,116.1606501,"-8.3539324,116.1606501"
398,POLSEK BATUKLIANG LOMBOK TENGAH,ChIJ8fI0TIi2zS0R-5KL2lAsBM0,"Jl. Bung Karno No.15, Mantang, Kec. Batukliang, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83352, Indonesia","police,point_of_interest,establishment",5,4.2,-8.6136132,116.3104842,"-8.6136132,116.3104842"
399,Polsek Praya,ChIJi-VhVlSwzS0RbWcULTVt-gA,"Jl. Pahlawan No.1, Praya, Lombok Tengah, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83514, Indonesia","police,point_of_interest,establishment",9,4.1,-8.697742000000002,116.274573,"-8.697742,116.274573"
400,Polsek Gerung,ChIJ_2DN8Gy8zS0Rhkeqgz6tukM,"Jl. Gatot Subroto No.11, Gerung Utara, Kec. Gerung, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83363, Indonesia","police,point_of_interest,establishment",7,4.6,-8.6847525,116.1240255,"-8.6847525,116.1240255"
401,Polsek Praya Barat Daya,ChIJ6ULJ6si6zS0Rl-7NOHtZnyQ,"7693+922, Darek, Praya Barat Daya, Central Lombok Regency, West Nusa Tenggara 83571, Indonesia","police,point_of_interest,establishment",3,4.3,-8.7316253,116.2024798,"-8.7316253,116.2024798"
402,Pos Polisi Lalulintas,ChIJNWRg3gG8zS0RtBfCO-Gdpcw,"84MJ+VMF, Beleke, Gerung, West Lombok Regency, West Nusa Tenggara 83363, Indonesia","police,point_of_interest,establishment",0,0.0,-8.6653217,116.1316707,"-8.6653217,116.1316707"
403,Pos Polisi Labulia,ChIJneitzMi7zS0RwYS_CengAJA,"85FF+48F, Labulia, Jonggat, Central Lombok Regency, West Nusa Tenggara 83362, Indonesia","police,point_of_interest,establishment",0,0.0,-8.6771533,116.1733384,"-8.6771533,116.1733384"
404,Kepolisian Resor Lombok Timur,ChIJGepk5FJPzC0RwJXqT8N1PFs,"8GXP+M22, Sandubaya, Selong, East Lombok Regency, West Nusa Tenggara 83619, Indonesia","point_of_interest,establishment",0,0.0,-8.6508211,116.5349961,"-8.6508211,116.5349961"
405,POLSEK Pemenang,ChIJqReGLMPczS0ReE3MLbPPi50,"H4R2+776, West Pemenang, Pemenang, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","police,point_of_interest,establishment",8,4.3,-8.409348999999999,116.1006455,"-8.409349,116.1006455"
406,Pos polisi,ChIJJTsJPLa-zS0Rb75d1upRbfI,"943H+H73, Rumak, Kediri, West Lombok Regency, West Nusa Tenggara 83362, Indonesia","police,point_of_interest,establishment",0,0.0,-8.6461127,116.1281979,"-8.6461127,116.1281979"
407,Polsek Pujut,ChIJWWRjHt2uzS0RZWak_t9AWXQ,"673Q+F93, Ketara, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia","police,point_of_interest,establishment",3,3.0,-8.7963644,116.2884081,"-8.7963644,116.2884081"
408,Polsek Gunung Sari,ChIJt0XQgKHAzS0RaxbuZe0XHsM,"Jl. Pariwisata No.56, Sandik, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83351, Indonesia","police,point_of_interest,establishment",2,5.0,-8.537992,116.0933182,"-8.537992,116.0933182"
409,Laka Lantas Res Lobar,ChIJ8SLN0FS8zS0RvStqC7IGtKk,"73VQ+PMM, Jembatan Kembar, Lembar, West Lombok Regency, West Nusa Tenggara 83364, Indonesia","police,point_of_interest,establishment",2,5.0,-8.705659599999999,116.0891827,"-8.7056596,116.0891827"
410,POLSEK GANGGA,ChIJk3ZjaoXZzS0RsWwq42NgRas,"M59V+GFQ, Gondang, Gangga, North Lombok Regency, West Nusa Tenggara 83353, Indonesia","police,point_of_interest,establishment",7,2.0,-8.3311554,116.1937294,"-8.3311554,116.1937294"
411,Sektor Masbagik,ChIJQTRO2phLzC0RoUGzQCtTRuw,"Jl. Raya Jenggik No.99, Masbagik Sel., Kec. Masbagik, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83661, Indonesia","police,point_of_interest,establishment",5,3.8,-8.6220946,116.4733536,"-8.6220946,116.4733536"
412,Satlantas Polres Lombok Tengah,ChIJb4yTcrOxzS0R0NabYMzUe-o,"77RJ+Q23, Jl. Basuki Rahmat No.12, Praya, Kec. Praya, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83518, Indonesia","police,point_of_interest,establishment",4,2.0,-8.708146,116.2800609,"-8.708146,116.2800609"
413,Polsek Narmada,ChIJ6VXLD2m4zS0RSjW_QHmn5bM,"C53X+55Q, Lembuak, Narmada, West Lombok Regency, West Nusa Tenggara 83371, Indonesia","police,point_of_interest,establishment",7,3.3,-8.5970341,116.1979762,"-8.5970341,116.1979762"
414,Polisi Pamong Praja,ChIJu2tj51GwzS0RQmReerMzO2A,"77WC+34Q, Jl. Sukarno Hatta, Praya, Kec. Praya, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83511, Indonesia","local_government_office,point_of_interest,establishment",3,5.0,-8.7047371,116.2703724,"-8.7047371,116.2703724"
415,Polres Lombok Barat,ChIJUat_z1S8zS0R5PfZAYtswa8,"Jl. Yos Sudarso No.14, Jemb. Kembar, Kec. Lembar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83364, Indonesia","police,point_of_interest,establishment",938,4.9,-8.705255,116.0894101,"-8.705255,116.0894101"
416,Polsek Lingsar,ChIJCepAoEbHzS0RvqLbRxmwJn4,"C5J2+PWR, Jl. Karang Bayan, Sigerongan, Kec. Lingsar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83371, Indonesia","point_of_interest,establishment",1,5.0,-8.568154999999999,116.1522609,"-8.568155,116.1522609"
417,Polres Lombok Utara,ChIJr64dU07ZzS0R8Gl2cfuybfg,"M6H2+R5R, Jl. Selelos, Genggelang, Kec. Gangga, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83353, Indonesia","police,point_of_interest,establishment",1,5.0,-8.3203863,116.2003816,"-8.3203863,116.2003816"
418,Polsek Praya Barat,ChIJmdjjy-6vzS0Rc9QE_tKvFcI,"66XX+M7X, Jl. Raya Mandalika, Penujak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia","police,point_of_interest,establishment",5,4.2,-8.7507627,116.2482253,"-8.7507627,116.2482253"
419,POS POLISI SELONG BLANAK,ChIJV64-OtenzS0RDODlGhEq57k,"45F7+X9R, Jl. Selong Belanak, Bondir, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar., Indonesia","point_of_interest,establishment",0,0.0,-8.8750173,116.1634135,"-8.8750173,116.1634135"
420,Polsek Batas Ketare Sengkol,ChIJZUEZH9uvzS0RRQvb4_NaujU,"673Q+98V, Ketara, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia","police,point_of_interest,establishment",2,3.5,-8.796501,116.2882963,"-8.796501,116.2882963"
421,Polsek Sembalun,ChIJiSd1uH0uzC0RVXE8uOJeM5Y,"JGRC+MFF, Sembalun Lawang, Sembalun, East Lombok Regency, West Nusa Tenggara 83656, Indonesia","police,point_of_interest,establishment",6,4.3,-8.3583058,116.5211525,"-8.3583058,116.5211525"
422,polsek bayan,ChIJxcqnWAmAzi0R8II7fnfE6to,"QCCG+F53, Jl. Raya Bayan, Anyar, Kayangan, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83354, Indonesia","police,point_of_interest,establishment",5,4.6,-8.228898500000001,116.4254265,"-8.2288985,116.4254265"
423,Polsek Sakra Barat,ChIJXSY8d4hSzC0RqWm_aypAdjA,"7F97+GR6, Rensing, Sakra Barat, East Lombok Regency, West Nusa Tenggara 83672, Indonesia","local_government_office,point_of_interest,establishment",5,4.6,-8.7311766,116.4644183,"-8.7311766,116.4644183"
424,Polsek Lembar Resort Lombok Barat,ChIJHQI2WyC9zS0RWhq3gYVFIE8,"739P+MHW, Labuan Tereng, Lembar, West Lombok Regency, West Nusa Tenggara 83364, Indonesia","local_government_office,point_of_interest,establishment",4,5.0,-8.730672799999999,116.0864226,"-8.7306728,116.0864226"
425,Polsek Jerowaru,ChIJ04L11ItTzC0Rx1CqUkd7uWY,"6F3M+5R8, Jerowaru, East Lombok Regency, West Nusa Tenggara 83672, Indonesia","local_government_office,point_of_interest,establishment",4,4.5,-8.797087,116.4845626,"-8.797087,116.4845626"
426,Polsek Kota,ChIJVVVVVQWxzS0RI47Da4eVEt4,"Jl. Raya Kota Praya, Gerunung, Kec. Praya, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83511, Indonesia","police,point_of_interest,establishment",0,0.0,-8.6837074,116.2895173,"-8.6837074,116.2895173"
427,Polsek Selong,ChIJMzE_OaFOzC0RTZGEG3O5fJ0,"Jl. Ra.Kartini No.20, Pancor, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83611, Indonesia","local_government_office,point_of_interest,establishment",18,4.2,-8.6525574,116.5177654,"-8.6525574,116.5177654"
428,Police Kuta Lombok,ChIJK5OXyfW3zS0RW1Er_O78P-g,"Jalan Pariwisata, Kuta, Pujut, Kuta, Lombok Tengah, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia","police,point_of_interest,establishment",4,4.5,-8.8855804,116.2756357,"-8.8855804,116.2756357"
