,name,place_id,formatted_address,types,user_ratings_total,rating,lat,long,latlong
337,RSUD Dr. SAIFUL ANWAR MALANG,ChIJ57OHGgQp1i0RCLvnB6kFMO4,"Jl. Jaksa Agung Suprapto No.2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia","hospital,health,point_of_interest,establishment",2921,4.5,-7.9723572,112.6314089,"-7.9723572,112.6314089"
338,RSUD KOTA MALANG,ChIJqXg-QZQn1i0RkeUUy_-77CE,"Jl. Rajasa No.27, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65116, Indonesia","hospital,health,point_of_interest,establishment",363,3.8,-8.025603499999999,112.6391301,"-8.0256035,112.6391301"
339,Lavalette General Hospital,ChIJ2ecCBzQo1i0R4EOA0v5khhc,"Jl. W.R. Supratman No.10, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","dentist,hospital,health,point_of_interest,establishment",1168,4.0,-7.9657547,112.6379207,"-7.9657547,112.6379207"
340,Hermina Hospital Tangkubanprahu,ChIJpbjAsyYo1i0R-0yfn2NJK0I,"Jl. Tangkuban Perahu No.31-33, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","hospital,health,point_of_interest,establishment",2255,3.9,-7.9780058,112.624481,"-7.9780058,112.624481"
341,Women & Children's Hospital Mardi Waloeja,ChIJYekliRgo1i0Ruj3eRNZ4JCE,"i, Jl. Kauman No.23, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","hospital,health,point_of_interest,establishment",94,4.0,-7.982996699999999,112.6278261,"-7.9829967,112.6278261"
342,Rumah Sakit Prasetya Husada,ChIJ4bTTMeaBeC4RGNJ66vk3ipE,"Jl. Raya Ngijo Karangploso No.25, Kendalsari, Ngijo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152, Indonesia","hospital,health,point_of_interest,establishment",272,3.4,-7.9047265,112.6086911,"-7.9047265,112.6086911"
343,Rumah Sakit (RS) PTP XXIV - XXV Lavelette Malang,ChIJyeHVuDMo1i0RTagzRTqcif4,"Jl. W.R. Supratman No.2 A, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",5,5.0,-7.965645500000001,112.6376646,"-7.9656455,112.6376646"
344,Muhammadiyah University Malang Hospital,ChIJx2Yg_R6CeC4RpXdwGbTRKAg,"Jl. Raya Ngelo Tlogomas No.45, Dusun Rambaan, Landungsari, Kec. Dau, Kota Malang, Jawa Timur 65144, Indonesia","dentist,hospital,health,point_of_interest,establishment",748,3.8,-7.925789899999999,112.5991661,"-7.9257899,112.5991661"
345,Rumah Sakit Universitas Brawijaya,ChIJP9u2duAp1i0R_uZJ3BtZGuM,"Jl. Soekarno - Hatta, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","hospital,health,point_of_interest,establishment",742,3.6,-7.941227499999999,112.6215363,"-7.9412275,112.6215363"
346,RSIA MAWAR (Mardi Waloeja Rampal),ChIJhVDztjMo1i0Reco1ZPoMcpA,"Jl. W.R. Supratman No.1, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",218,4.8,-7.964898,112.6352319,"-7.964898,112.6352319"
347,RSU BRIMEDIKA MALANG,ChIJq_dwDHiCeC4RLdnMOAh3YIY,"Jl. Mayjend Panjaitan No.176, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia","hospital,health,point_of_interest,establishment",112,4.8,-7.9530596,112.6192433,"-7.9530596,112.6192433"
348,Persada Hospital,ChIJ4yHErJYp1i0RIanyqjffpbs,"KOMPLEKS ARAYA BUSSINESS CENTER, Jl. Raden Panji Suroso KAV.II-IV, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","hospital,health,point_of_interest,establishment",1377,4.0,-7.934985799999999,112.6502085,"-7.9349858,112.6502085"
349,Rumah Sakit Panti Nirmala,ChIJqekZDA8o1i0Rbq5SXgxdmvk,"Jl. Kebalen Wetan No.2-8, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65134, Indonesia","hospital,doctor,health,point_of_interest,establishment",789,4.1,-7.994312,112.6340581,"-7.994312,112.6340581"
350,Mother & Child Hospital Candra Gallery,ChIJs1LCHnaCeC4RuKOEhiHlCPs,"Jl. Andong No.3, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","hospital,doctor,health,point_of_interest,establishment",205,4.2,-7.947944999999999,112.619574,"-7.947945,112.619574"
351,RSIA Puri,ChIJ77s2ySco1i0Rr8ThRcf9cQo,"Taman Slamet St No.20, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia","hospital,health,point_of_interest,establishment",260,4.6,-7.9744496,112.6218371,"-7.9744496,112.6218371"
352,Rumah Sakit Umum Dr Han Sik Liang,ChIJ7VKg-ioo1i0RQupK_7qqOLI,"Jl. Simpang Ijen No.3, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.9639918,112.6221109,"-7.9639918,112.6221109"
353,Rsia Mutiara Bunda,ChIJmSzbqskp1i0RvQKDa9LxQRI,"Jl. Ciujung No.19, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","hospital,health,point_of_interest,establishment",168,4.2,-7.953369599999999,112.641043,"-7.9533696,112.641043"
354,Mother & Child Hospital Puri Bunda,ChIJrywrYK0p1i0ReRLmywFCJdk,"Jl. Simpang Sulfat Utara No.60 A, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","hospital,health,point_of_interest,establishment",670,3.6,-7.9587645,112.6555326,"-7.9587645,112.6555326"
355,RSI Aisyiyah Malang,ChIJ1V8OA_WBdy4RJCgPwmFJoOQ,"Jl. Sulawesi No.16, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia","dentist,hospital,health,point_of_interest,establishment",1278,4.2,-7.988681,112.6254476,"-7.988681,112.6254476"
356,RSIA Husada Bunda,ChIJGZgkdCko1i0RU5avohqjr9s,"Malang No. 2, Jl. Pahlawan Trip, Oro-oro Dowo, Klojen, Malang City, East Java 65112, Indonesia","hospital,health,point_of_interest,establishment",197,4.0,-7.968285399999999,112.6228173,"-7.9682854,112.6228173"
357,Poli Umum dan Poli Spesialis RSIA Muhammadiyah Malang,ChIJxd5gwaAp1i0RR5L2aK15MEU,"Jl. Kyai H. Wahid Hasyim No.26-30, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","hospital,health,point_of_interest,establishment",7,4.3,-7.9841279,112.6287343,"-7.9841279,112.6287343"
358,RS. Panti Waluya Sawahan / RKZ Malang,ChIJdStM8Bso1i0RAmtQ_HMrQtY,"Jl. Nusakambangan No.56, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia","hospital,health,point_of_interest,establishment",316,3.9,-7.986567,112.6249675,"-7.986567,112.6249675"
359,Army Hospital Doctor Soepraoen,ChIJ65BPjx0o1i0R4Rbj0Mmi1DA,"Jl. S. Supriadi No.22, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65112, Indonesia","hospital,health,point_of_interest,establishment",857,4.0,-7.989864000000001,112.6204795,"-7.989864,112.6204795"
360,Rumah Sakit Umum Dokter Saiful Anwar,ChIJ-yWXhy0o1i0RP_Tbkrd9wP4,"Jl. Jaksa Agung Suprapto No.2, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.964576199999999,112.6317045,"-7.9645762,112.6317045"
361,IGD RSIA REFA HUSADA,ChIJdbSRlpgn1i0ReL-VNyC7gm4,"Tlogowaru, Kedungkandang, Malang City, East Java 65132, Indonesia","hospital,health,point_of_interest,establishment",9,4.3,-8.035758800000002,112.6426445,"-8.0357588,112.6426445"
362,Rumah Bersalin (RB) Soerodjo,ChIJq58Rxx0o1i0RmnLfiExRiOs,"JL. S.Soepriad, No 39, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65139, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.988656,112.621856,"-7.988656,112.621856"
363,Poliklinik Hemodialisa Rumah Sakit Tk. II dr.Soepraoen Malang,ChIJpX1euB4p1i0R8x-T0CMdcSM,"2J5C+W6J, Sukun, Malang City, East Java 65147, Indonesia","hospital,health,point_of_interest,establishment",2,5.0,-7.9901595,112.6205187,"-7.9901595,112.6205187"
364,RSIA Permata Hati Malang,ChIJRdCMQMMp1i0R7dTrlutSVh4,"Jl. Danau Toba, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia","hospital,health,point_of_interest,establishment",51,4.4,-7.9797897,112.6606777,"-7.9797897,112.6606777"
365,RSIA Melati Husada,ChIJFdTkNAIp1i0RSUIOhRIvcoU,"Kawi St No.32, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia","hospital,health,point_of_interest,establishment",1507,5.0,-7.9761054,112.6213605,"-7.9761054,112.6213605"
366,Rs Asrikaton Bamban,ChIJM8aLUuIo1i0R0TFU4HN6jWM,"Jl. Raya Bamban No.28, Meduran, Asrikaton, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia","hospital,health,point_of_interest,establishment",2,5.0,-7.962323799999999,112.6827402,"-7.9623238,112.6827402"
367,Rumah Dinas RS dr. Soepraoen,ChIJBysQFP-DeC4RSnCEgLcAmgU,"2J69+XWM, Jl. S. Supriadi, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.9875372,112.6197891,"-7.9875372,112.6197891"
368,Poli BPJS RS Persada,ChIJXytGw-cp1i0RkwrMbaoNyTg,"Perumahan araya, Jl. Raya Blimbing Indah, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","hospital,health,point_of_interest,establishment",7,3.4,-7.9345667,112.6507965,"-7.9345667,112.6507965"
369,Lobby Graha Puspa Husada RSSA,ChIJcyArmtgp1i0RiKMP6aWGrF4,"Jl. Attorney General Suprapto No. 2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",3,3.7,-7.9713164,112.6323738,"-7.9713164,112.6323738"
370,HCU INCOVIT RSSA Malang,ChIJG-pLhDwp1i0R-wVHLEOAvPA,"Jl. Attorney General Suprapto No.2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.971329399999998,112.632252,"-7.9713294,112.632252"
371,RS BHIRAWA BHAKTI,ChIJCV2Y8d0p1i0RMZ16Ex3jHtI,"Jl. Panglima Sudirman No.D-9A, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",134,3.8,-7.975901200000001,112.6389057,"-7.9759012,112.6389057"
372,Poli Rawat Jalan RSIA Melati Husada,ChIJrU07skcp1i0RBbVf7duemnE,"Taman Slamet St No.16, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia","hospital,health,point_of_interest,establishment",77,4.6,-7.976090999999999,112.6212918,"-7.976091,112.6212918"
373,Rumah Bersalin (RB) NU Mubarot,ChIJDzEzez0o1i0REqhZsZOcUy0,"Jl. Aries Munandar No.19/21, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.9812718,112.6340206,"-7.9812718,112.6340206"
374,Denkesyah Malang,ChIJ57ytTTko1i0R6gOluqKPSp0,"Jl. Panglima Sudirman No.D-9A, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",12,4.2,-7.975901200000001,112.6389056,"-7.9759012,112.6389056"
375,RSIA Melati Children Hospital,ChIJr4wasxUp1i0RVs7naF4ALXE,"Jl. Suropati No.12, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",486,4.9,-7.975468900000001,112.634609,"-7.9754689,112.634609"
376,RSB Permata Hati,ChIJnxElVmco1i0RcQ6Jmym1zLo,"Jl. Danau Toba No.16 - 18, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia","hospital,health,point_of_interest,establishment",14,3.4,-7.979924499999998,112.6608274,"-7.9799245,112.6608274"
377,Rumah Sakit Bedah dr Benggol,ChIJhYRLtckp1i0RqpNAFNPIZxA,"Jl. Ciliwung No.20-22, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","hospital,doctor,health,point_of_interest,establishment",23,4.4,-7.953353700000001,112.6420863,"-7.9533537,112.6420863"
378,CAPD Center RSSA Malang,ChIJL--0Sjso1i0RDellRpi7ze4,"Jl. Belakang RSU No.9A, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",2,5.0,-7.975514199999999,112.6317936,"-7.9755142,112.6317936"
379,Rumah Sakit LPK Malang,ChIJl1rQocwp1i0RhGDwljUuWLc,"Jl. Asahan No.7, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.959889,112.637519,"-7.959889,112.637519"
380,Loby Utama Rs Lavalet Malang,ChIJGwOmNlkp1i0R6zHGF4imaAo,"2JMP+PXV, Unnamed Road, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.9656397,112.6374068,"-7.9656397,112.6374068"
381,RS. ENGGAL DANGAN,ChIJa0_c7Kcp1i0RPJJa5LUalyw,"Jl. Raya Bamban No.28, Meduran, Asrikaton, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia","hospital,health,point_of_interest,establishment",59,4.5,-7.961642800000001,112.6827801,"-7.9616428,112.6827801"
382,Rumah Sakit Umum Harapan Keluarga,ChIJdcsqcHcp1i0RDU1wbYwLLBw,"2MJ9+R2Q, Keduyo, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.967920700000001,112.6676082,"-7.9679207,112.6676082"
383,BKIA RS PANTI WALUYA SAWAHAN RKZ,ChIJKRJ4DXsp1i0RRcGVlOj3gv0,"Jl. Yulius Usman No.49, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.985436399999999,112.6250345,"-7.9854364,112.6250345"
384,ICU Rs Panti Waluya Malang,ChIJYc6GuBUp1i0RZ7K24qeP1pk,"Jl. Nusakambangan No.56, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.987102999999999,112.624778,"-7.987103,112.624778"
385,Kkp Rsa Malang,ChIJr1lJAzAo1i0Re_o1PmcHd-s,"2JHJ+JR3, Klojen, Malang City, East Java 65111, Indonesia","hospital,health,point_of_interest,establishment",4,1.0,-7.970996,112.6320582,"-7.970996,112.6320582"
386,IGD RSSA,ChIJeSDuATAo1i0RVS0RwH7v5mE,"Jl. Jaksa Agung Suprapto No.2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",56,3.2,-7.9723572,112.6314089,"-7.9723572,112.6314089"
387,OK PJT RSSA,ChIJTTFVqDoo1i0RNEEehg3BT7s,"Jl. Jaksa Agung Suprapto No.20, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",2,5.0,-7.971526000000001,112.6321025,"-7.971526,112.6321025"
388,RS.sahabat,ChIJi0Sv04wp1i0RPKcXDYPE5H0,"3J4R+VP6, Jl. Raya Surabaya - Malang, Suwayuwo, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.942841199999999,112.6417717,"-7.9428412,112.6417717"
389,Rumah Bersalin Rindam V Brawijaya,ChIJfzwN5kEo1i0RRxGPLV7e7Jw,"2J9X+VCC, JL. Kalimosodo, Jodipan, Kedungkandang, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65137, Indonesia","hospital,health,point_of_interest,establishment",1,4.0,-7.9803048,112.648506,"-7.9803048,112.648506"
390,Poli Dokter Spesialis Melati Husada,ChIJpUXkEyco1i0R7iY0xBZE7ys,"Taman Slamet St No.30, Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia","hospital,health,point_of_interest,establishment",198,4.8,-7.9757883,112.621565,"-7.9757883,112.621565"
391,Gedung Pemeriksaan Gigi Rumah Sakit Universitas Brawijaya,ChIJa3H32mMp1i0RBKnLLsZ_Q7s,"3J5C+GR6, Jatimulyo, Lowokwaru, Malang City, East Java 65141, Indonesia","hospital,health,point_of_interest,establishment",2,5.0,-7.941208,112.6220134,"-7.941208,112.6220134"
392,"Praktek BPJS Kesh. dr.Bambang Prijadi, MS",ChIJ1UhKcqAp1i0RDpjPWpLvhrg,"Jl. Danau Bratan Raya H2A-46, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.977105099999999,112.6647985,"-7.9771051,112.6647985"
393,Poli Hemodialisa,ChIJC3Ixgksp1i0RqTCu7Vtk-4s,"Jl. Tumenggung Suryo No.1, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",2,4.5,-7.9655699,112.6383436,"-7.9655699,112.6383436"
394,PMI RSSA,ChIJp33uHDAo1i0R6oPXhEL1PlQ,"2JHJ+JRV, Jl. Jaksa Agung Suprapto, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",3,4.7,-7.9708795,112.6320378,"-7.9708795,112.6320378"
395,Trapisi Agus Kuswanto Seorang Trapisi Kariawan Nuansafajar Yang Bersertifikat.,ChIJLZdWVKgp1i0Rvo0PAEWRZKQ,"Jl. Panglima Sudirman Utara No.73, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.968863199999999,112.6373276,"-7.9688632,112.6373276"
396,Igd,ChIJk3WB_xgo1i0Ru_ot9BGiozA,"Jl. Kyai H. Wahid Hasyim No.100, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-7.9844014,112.6287598,"-7.9844014,112.6287598"
397,Murni Teguh Memorial Hospital,ChIJn7WK4scxMTARUJgAOomUDf8,"Jl. Jawa No.2, Gg. Buntu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20231, Indonesia","pharmacy,hospital,doctor,health,store,point_of_interest,establishment",1751,3.9,3.5907419,98.6815369,"3.5907419,98.6815369"
398,Deli General Hospital,ChIJrzTaWrExMTARUWyjDBsmPDc,"Jl. Merbabu No.18, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212, Indonesia","hospital,doctor,health,point_of_interest,establishment",94,3.5,3.585829,98.688346,"3.585829,98.688346"
399,General Hospital H. Adam Malik,ChIJt7LME6IlMTARVVnxKzFi9vM,"Jl. Bunga Lau No.17, Kemenangan Tani, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20136, Indonesia","hospital,doctor,health,point_of_interest,establishment",837,2.9,3.5184086,98.608638,"3.5184086,98.608638"
400,Advent Hospital Medan,ChIJi7d38C8uMTARSTz6YTZ3DTY,"Jl. Gatot Subroto No.Km 4, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118, Indonesia","hospital,doctor,health,point_of_interest,establishment",480,4.0,3.5895533,98.6498394,"3.5895533,98.6498394"
401,Rumah Sakit Universitas Sumatera Utara,ChIJU9xy_tgvMTARNuIFxbrXTFo,"Jl. Dr. Mansyur No.66, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154, Indonesia","hospital,health,point_of_interest,establishment",333,3.1,3.56782,98.657399,"3.56782,98.657399"
402,Siti Hajar Hospital,ChIJGTd1HCgwMTARzJHa7-ME5aU,"Jl. Jamin Ginting No.2, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia","hospital,health,point_of_interest,establishment",240,3.2,3.5713727,98.6604368,"3.5713727,98.6604368"
403,Sarah Hospital,ChIJHRgHX9YxMTAR6MJ7tBN2VYY,"Jl. Baja Raya No.10, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111, Indonesia","hospital,doctor,health,point_of_interest,establishment",135,3.9,3.587030999999999,98.6630528,"3.587031,98.6630528"
404,Columbia Asia Hospital Medan,ChIJLQwkUskxMTARk1DLc7M-Y5E,"Jl. Listrik No.2A, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112, Indonesia","hospital,health,point_of_interest,establishment",2855,4.6,3.585727,98.6768429,"3.585727,98.6768429"
405,RSU Madani,ChIJ_f4aCFYwMTAR5Ut4-_w7pjk,"Jl. Arief Rahman Hakim No.168, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia","hospital,health,point_of_interest,establishment",500,3.5,3.5749163,98.7032209,"3.5749163,98.7032209"
406,RSU Sufina Aziz,ChIJt090XOMxMTARcKLRJTN2dag,"Jl. Karya Baru No.1, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20124, Indonesia","hospital,doctor,health,point_of_interest,establishment",170,4.2,3.6167141,98.6630071,"3.6167141,98.6630071"
407,Bunda Thamrin Hospital,ChIJ5R-7OzIuMTARcyI0yDhr0FY,"Jl. Sei Batang Hari No.28-30-42, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20112, Indonesia","hospital,doctor,health,point_of_interest,establishment",513,3.6,3.5853127,98.6514487,"3.5853127,98.6514487"
408,RS Bhayangkara,ChIJmVUGt9cvMTARjdG-cnq9eR4,"Jl. K.H. Wahid Hasyim No.1, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia","hospital,health,point_of_interest,establishment",138,4.3,3.5725508,98.6584678,"3.5725508,98.6584678"
409,Bina Kasih General Hospital,ChIJKYO4BgEvMTARM-6sjBmfpwk,"Jl. Jend, Jl. Tahi Bonar Simatupang No.148, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20127, Indonesia","hospital,health,point_of_interest,establishment",508,2.1,3.5784933,98.6129567,"3.5784933,98.6129567"
410,Putri Hijau Hospital,ChIJFd4Ob8YxMTARSG7ZRHYICzo,"Jl. Putri Hijau No.17, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111, Indonesia","hospital,health,point_of_interest,establishment",184,4.0,3.5997072,98.6727002,"3.5997072,98.6727002"
411,"RS Martha Friska Medan ,",ChIJFyHkB0owMTARHwvbIyyBf-s,"Jl. Multatuli No.1, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212, Indonesia","hospital,health,point_of_interest,establishment",153,3.7,3.5759674,98.6829579,"3.5759674,98.6829579"
412,Royal Prima University Hospital,ChIJCyWJeyEuMTARE_3uMUvr6_s,"Jl. Ayahanda No.68A, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118, Indonesia","hospital,doctor,health,point_of_interest,establishment",597,3.2,3.5981204,98.6542565,"3.5981204,98.6542565"
413,Methodist Hospital,ChIJxYmOwLsxMTARutudbnF9nxM,"Jl. M.H Thamrin No.105, Sei Rengas Permata, Kec. Medan Area, Kota Medan, Sumatera Utara 20211, Indonesia","hospital,health,point_of_interest,establishment",165,3.4,3.5836498,98.6928638,"3.5836498,98.6928638"
414,Siloam Hospitals Dhirga Surya,ChIJYXmumTkwMTARco_PsUK66fI,"Jl. Imam Bonjol No.6, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20212, Indonesia","hospital,health,point_of_interest,establishment",3255,4.6,3.5858922,98.6735991,"3.5858922,98.6735991"
415,RSU MITRA SEJATI,ChIJf1PadQcwMTARcGly16FnQQY,"Jl. Jenderal Besar A.H. Nasution No.7, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara 20219, Indonesia","hospital,health,point_of_interest,establishment",438,2.6,3.5409601,98.6798975,"3.5409601,98.6798975"
416,RS Murni Teguh Susanna Wesley,ChIJa-LQqOwvMTAR-c6SYChGtME,"Jl. Harmonika Baru Jl. Setia Budi Ps. II, Padang Bulan Selayang II, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20132, Indonesia","hospital,health,point_of_interest,establishment",115,4.0,3.5550008,98.638437,"3.5550008,98.638437"
417,Rumah Sakit Mata Medan Baru,ChIJ9btp6tUvMTARRun6nlBfdBg,"Jl. Abdullah Lubis No.67, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, Indonesia","hospital,point_of_interest,health,establishment",78,4.0,3.5766436,98.6587621,"3.5766436,98.6587621"
418,RSIA Stella Maris,ChIJC7HUZTYwMTAR98bF1gw0O68,"Jl. Samanhudi No.20, J A T I, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20152, Indonesia","hospital,doctor,point_of_interest,health,establishment",482,4.0,3.5728233,98.6808004,"3.5728233,98.6808004"
419,RSU Tere Margareth,ChIJG6XW-a8vMTARMBV0ssWVhls,"Jl. Ring Road No.11-15, Tj. Sari, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131, Indonesia","hospital,point_of_interest,health,establishment",54,3.7,3.5610032,98.6264577,"3.5610032,98.6264577"
420,RSU Bahagia,ChIJZYWH0VgwMTARO-Y7KjNbQsM,"Jl. Bahagia No.85, Teladan Tim., Kec. Medan Kota, Kota Medan, Sumatera Utara 20217, Indonesia","hospital,point_of_interest,health,establishment",18,4.3,3.563069,98.70186,"3.563069,98.70186"
421,Estomihi Hospital,ChIJiSZfW2YwMTAR7qIkdXDLIRc,"Jl. Sisingamangaraja No.235, Sudirejo II, Kec. Medan Kota, Kota Medan, Sumatera Utara 20217, Indonesia","hospital,point_of_interest,health,establishment",80,3.0,3.5567617,98.6951406,"3.5567617,98.6951406"
422,Dr. Pirngadi Regional General Hospital,ChIJKR9S0L0xMTARe-VFFMUhT3c,"Jl. Prof. H. M. Yamin No.47, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20234, Indonesia","hospital,doctor,point_of_interest,health,establishment",347,3.0,3.598040499999999,98.6883868,"3.5980405,98.6883868"
423,Rumah Sakit (RS) Hisarma,ChIJb88UVSUuMTARr9OnAD-IxTQ,"Jl.Jend Gatot Subroto Km 4.5 No.128, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123, Indonesia","hospital,point_of_interest,health,establishment",6,4.7,3.5910347,98.6418891,"3.5910347,98.6418891"
424,Rumah Sakit (RS) Pusat Medan Tuntungan,ChIJ52U7MSAwMTARGhd52hi1VS8,"Jl. B Lau No.17, Padang Bulan, Medan Baru, Kota Medan, Sumatera Utara 20157, Indonesia","hospital,point_of_interest,health,establishment",5,3.4,3.5183672,98.6088932,"3.5183672,98.6088932"
425,Fajar General Hospital,ChIJQcozCgUwMTAREhyggmlvvsA,"Jl. Cempaka No.35, Sari Rejo, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20158, Indonesia","hospital,point_of_interest,health,establishment",19,4.6,3.5482885,98.6695775,"3.5482885,98.6695775"
