,place_id,place_name,reviewer_name,reviewer_rating,reviewer_review
1404,ChIJF8zcViuozS0RO57KylS77Ns,Le Too Much Restaurant World Cuisine & Café Dessert,Kunal K,5,"Le too much is an under the radar gem that offers an international selection of meals in a pleasantly quaint setting. I'm a fan of their lamb skewers and also the chicken tikka masala. In some ways it feels like a home cooked meal, even though it is plated in a highly professional way.

Having tried several of the restaurants in the area I return here day after day for a reliably delicious meal. The staff are extremely friendly and hospitable."
1405,ChIJF8zcViuozS0RO57KylS77Ns,Le Too Much Restaurant World Cuisine & Café Dessert,Evan Greenberg,5,Amazing owners but even better food. I ordered the Lebanese chicken shawarma. All the flavors combined to perfection to create one of the best meals I have ever had in my life. I don’t often write reviews but this experience warrants it. Don’t miss out on a chance to dine here if you are in Lombok.
1406,ChIJF8zcViuozS0RO57KylS77Ns,Le Too Much Restaurant World Cuisine & Café Dessert,Maria Grazia Ticca,5,"I love this place so much.
It's great quality food and so tasty. Prepared with so much love and fantastic ingredients.
The starters are a great opening to prepare for main and dessert.
I had a wonderful mixed starter and tofu tikka masala followed by some delicious desserts.
Everything here is homemade and so delicious.
The owner, Priss, is a wonderful host, and he will make sure that you leave with a smile on your face.
Overall amazing food and great atmosphere.
I can't wait to be back 😍"
1407,ChIJ1TWbTnXCzS0R9RF2wv4wTAU,Lombok Resto,Rezi Riadhi,5,"The mexican food is really delicious, but it took too long to serve your dishes. So don't come with very hungry stomach. The ambience is very good and cozy but no live music"
1408,ChIJ1TWbTnXCzS0R9RF2wv4wTAU,Lombok Resto,Mutia Hapsari,5,"Amazing view & tasty food. Best time to visit would be around sunset, so you can experience a one of a kind experience. Worth all the climb (they installed a lift btw)!"
1409,ChIJ1TWbTnXCzS0R9RF2wv4wTAU,Lombok Resto,Yusuf Ali,5,"This is the best restaurant ever! Besides the fresh and delicious food, the jaw-dropping view from this restaurant is incredibly amazing!!"
1410,ChIJ1TWbTnXCzS0R9RF2wv4wTAU,Lombok Resto,PK,3,Nothing special. Casual food
1411,ChIJ1TWbTnXCzS0R9RF2wv4wTAU,Lombok Resto,chris cash,1,"You should not eat here. The chicken is not fresh. I got sick (hospital, more than 2 weeks illness)."
1412,ChIJAfVb8BzCzS0Rj7j2Z0UIv2o,"La Chill Bar & Restaurant - Senggigi, Lombok",Deby Firmansyah,5,One of the best to enjoy the sunset.  This place is very good.  The food and drink are delicious with various choices.  The price is also still affordable.  Music is heard to add to the excitement of enjoying the afternoon before sunset.  The place is clean and tidy.  Toilets available.  Highly recommended if you visit Senggigi Beach.
1413,ChIJAfVb8BzCzS0Rj7j2Z0UIv2o,"La Chill Bar & Restaurant - Senggigi, Lombok",Cindy Fanny,4,"Right place for chilling, specially for sunset, you can see sea, mountain and sunset in one time. Food and beverage also affordable and have good taste. There a lot local people who offer merchandise or massage but it's okay you can refuse it. The staff is good."
1414,ChIJAfVb8BzCzS0Rj7j2Z0UIv2o,"La Chill Bar & Restaurant - Senggigi, Lombok",Iva Nu,4,Cute beach bar in Senggigi Lombok. Good vibes and friendly staff. Nice for drinks during sunset. We did not eat there cos the menu seemed a bit basic but price was ok.
1415,ChIJAfVb8BzCzS0Rj7j2Z0UIv2o,"La Chill Bar & Restaurant - Senggigi, Lombok",aya schrey,4,Really nice bar at the beach with delicious cocktails and food. We only had to wait a long time for the cocktails and 1 dish. But in general it was a perfect place to hang out
1416,ChIJAfVb8BzCzS0Rj7j2Z0UIv2o,"La Chill Bar & Restaurant - Senggigi, Lombok",Erin Arnol,5,We have had the most amazing night will Angelina & Hill at La Chill. Such a wonderful hostess and beautiful fun personality. We will be back for more good times
1417,ChIJ_3rk3c6pzS0R1VYGxY6Cxe4,The Hut Restaurant Kuta,Micheal,5,Fresh and delicious healthy food.  Super friendly staff.  The grilled chicken salad bowl is huge - i love it.  The juices here are phenomenal as well - pure fresh pressed juice no water added.  I love the “green goddess” juice.   Coffee is also great here. I had a flat white and they made a seahorse picture with poured milk.  brilliant.  highly recommend.
1418,ChIJ_3rk3c6pzS0R1VYGxY6Cxe4,The Hut Restaurant Kuta,Jenn Rivera,5,"Have been here twice now (once at night and once during the day) and both times were on point.

The lava cake was oozy. The carrot cake was nice but the sauce is what really made it - could have double the amount!

Pita was stuffed full with very delicate shell and the curry was full bodied and flavoursome! We also got a mango juice (tangy) and a tea (hubby liked it, I didn’t).

Staff are excellent. Vibe is chill. Clean. Good wifi."
1419,ChIJ_3rk3c6pzS0R1VYGxY6Cxe4,The Hut Restaurant Kuta,Nicola,4,"Went to have lunch and the food was really good, big portions and really tasty. We ordered fish and chips and falafel sandwich and both was really really well made. We went back a day after to eat again.
The staff is really professional and helpful in everything you need ! Definitely a place to eat when in Kuta. Reasonable price for what you get.
Highly recommend."
1420,ChIJ_3rk3c6pzS0R1VYGxY6Cxe4,The Hut Restaurant Kuta,Shin Tan,5,"Wish I could dine here again but it was our last night in Lombok. Everything tasted good! We had pumpkin soup, classic salad, mango sticky rice and chocolate lava cake. The lava cake was extremely well made I was so surprised! One of the best I ever had in my life. Must try! I’m regretting not getting the curry but I wouldn’t be able to finish coz the salad portion is too big! It’s like for 3 servings. Please offer smaller serving in your menu so we can enjoy more of your food sir!"
1421,ChIJ_3rk3c6pzS0R1VYGxY6Cxe4,The Hut Restaurant Kuta,Yiorgos Ion,2,"So we had chicken pitas, tasteless nothing to feel, even mayo was with no taste..full of lettuce and cabbage but chicken was hard to find.. honestly this is not a pita guys! Better call it lettuce pita veg or whatever.. very disappointing.. for 85k overpriced for sure! The staff is nice so I give 2*
The environment is also nice put I can’t upgrade to 3*. Not recommended"
1422,ChIJ4Wkg-BinzS0RXKHAwG1pcXw,Laut Biru Bar and Restaurant,Amelia Ferrao,5,"This restuarant has a beach access, amazing view of the beach, mountains and horizon.

Its a very relaxing place, interiors are well done, the staff are very friendly, kind and helpful.

It was the 1st time I heard a sound of a Gecko and thought it was some alarm system for the staff. Don't worry the geckos are away from sight, they are part of nature."
1423,ChIJ4Wkg-BinzS0RXKHAwG1pcXw,Laut Biru Bar and Restaurant,ejha yudasukmana,4,"Such a pleasant place to spend leisure time with family and friends. At the bar's front you'll be served with a glistening beach view. Food and beverages are on friendly price, although for pizza and pasta lovers, you might not be pleased due to limited menu choices."
1424,ChIJ4Wkg-BinzS0RXKHAwG1pcXw,Laut Biru Bar and Restaurant,Reginald Evan,5,Best place to chill and enjoy the beach around this area. We ordered some fresh milk shakes then play by the beach. Tips: come around 4pm and you will find the locals with buffaloes passing on the beach in front of the bar. Magical experience!
1425,ChIJ4Wkg-BinzS0RXKHAwG1pcXw,Laut Biru Bar and Restaurant,Gabrielle,5,"Nice view!!!! The beach are lovely. The food not to bad. If you in the night pls prepare for the moaquitos.. And flies.

But the view when sunset was wonderfullll..

Love it.. Must come here"
1426,ChIJ4Wkg-BinzS0RXKHAwG1pcXw,Laut Biru Bar and Restaurant,Jenn Rivera,5,"Excellent spot for a bite, drink and relax after (or before!) a swim at this incredible beach.

Laid back and polite staff.

Stunning view over the white sand, the surf and, depending on your timing, hearding!

The pineapple cheesecake was like a cross between a cheesecake and a panna cotta. I dig it. I could eat too many of these!

Will have to go back to try the food.

There’s a little outdoor sink too to wash your salty hands off before digging in to your food and drinks, which is helpful."
1427,ChIJzV4jXFDdzS0RdjtJmiUs4Dc,Kokok Pletok Restaurant at Hotel Tugu Lombok,Gregotyty P.,5,"An Exquisite Experience
As soon as I stepped in to the restaurant I was greeted with a nice and friendly welcome by the staff. They directly escorted me to table on the beach that is suitable for me. The menu had a wide range of options that I could pick from, and the staff gave me great recommendation's based on my preferences. The food was outstanding and tasted exactly like what you can get in Indonesia but even better!
Everything was made fresh and perfect, from the drinks to the food and even the desserts. I ordered vegan food, they gave me book of selection tempting vegan choices.
I found there was a beautiful art of the wonders of Indonesia in every corner and had story behind all artwork, the waiter brought me around the hotel and see the room.
If you're looking for a unforgettable dining experience, I highly recommend Bale Kokok Pletok Restaurant at Hotel Tugu Lombok!"
1428,ChIJzV4jXFDdzS0RdjtJmiUs4Dc,Kokok Pletok Restaurant at Hotel Tugu Lombok,Marco Antonio,5,"From the restaurant booking, email correspondence, beachside dining, food and bar experience, we were blown away. The food and hospitality was beyond measure and words. We had a great vegetarian dish, Indonesian dish, starters, wine adn dessert! It was all amazing. Many thanks for such a great evening!"
1429,ChIJzV4jXFDdzS0RdjtJmiUs4Dc,Kokok Pletok Restaurant at Hotel Tugu Lombok,Christopher Woods (Global Adventures In Blue),5,"Great food, wouldn’t complain about anything. We had a great afternoon here , fast Wi-Fi if you are in need of it like I was.. beautiful beach… great place to have a relaxing lunch at … all the employee working here are 100% … so polite and nice…  Sincerely Chris & the AIB Team …"
1430,ChIJzV4jXFDdzS0RdjtJmiUs4Dc,Kokok Pletok Restaurant at Hotel Tugu Lombok,James Houston,5,"B E S T
This is the best in the area! We had amazing service with our server Agus. We basically ordered everything he recommended and it was amazing. We had beef rendang, rigatoni w vegetable, tuna avocado salad and ensalada quinoa from vegetarian menu. Everything was absolutely delicious.
They took good care of the kids too.
Thanks for the great lunch!"
1431,ChIJzV4jXFDdzS0RdjtJmiUs4Dc,Kokok Pletok Restaurant at Hotel Tugu Lombok,christine deborah,5,"Extraordinary Indonesian food in a beautiful atmosphere.
If you you are delicious food hunter, make sure to stop by. The food is cooked to perfection, with a great variety of dishes. The wine list fits them perfectly. And the super nice and attentive staff, like our favourite server Tam, make it a perfect experience. Recommendations: Gohu Tuna fish, beef rendang, chicken curry, brown rice all were exceptional."
1432,ChIJkzyvyNTpzS0RjHvCq0XexoE,The Kliff Bistro,Esraa Belal,5,"If you prefer quiet places with a breathtaking view and the peaceful sounds of sea and tree leaves, then this restaurant is definitely your choice.
You can also find the best Italian food choices."
1433,ChIJkzyvyNTpzS0RjHvCq0XexoE,The Kliff Bistro,Devi putri Audryan,4,"If you want to enjoy your sunset moment you can go here while chilling with your delightful menu. It actually a good place to spent with your partner, family or your friends."
1434,ChIJkzyvyNTpzS0RjHvCq0XexoE,The Kliff Bistro,Santa Šteinberga,5,Definitely the best restaurant in Lombok!!!!! We go there every time we are there!!! Can say i tried 80% from the menu and everything is just to the perfection!!! Cant wait to go again and eat more lobster pasta!!!
1435,ChIJkzyvyNTpzS0RjHvCq0XexoE,The Kliff Bistro,Dr Imane Khachani,4,Very nice setting. Professional and friendly service. Good food but small portions and quite pricey for Lombok. Very interesting choice of wines.
1436,ChIJkzyvyNTpzS0RjHvCq0XexoE,The Kliff Bistro,Oscar Gonzalez,5,We had dinner here to celebrate our anniversary. I had the lamb shanks and she had the gnocchi. The portions are vast and the food is incredibly delicious. We enjoyed two of their desserts and they were magnificent. The view is just priceless!! I can easily say this is the best restaurant on the island.
1437,ChIJW8TqgQbCzS0RYfj2LM01EUg,Square Restaurant & Lounge,Fabian John,5,"We came here by chance as the information on restaurants in Senggigi has been quite sparse. To our surprise - the food was really good! The rendang was tender and the Ayam taliwang was impeccable. The star of the entire dinner would be the sambal! Having it with our meal was like climbing a steep mountain, knowing the effort is worth the view 😅. The staff were very attentive and we appreciate the garlic bread on the house. A fantastic place for dinner if you are ever in Lombok. Plus point: it is right beside a big supermarket that sells WINE! Wine in Lombok!"
1438,ChIJW8TqgQbCzS0RYfj2LM01EUg,Square Restaurant & Lounge,Khalid Almutawa,5,"Wonderful restaurant
Good price with excellent food
Friendly staff and skilled chef
Mushroom soup and Prawns risotto were tatsty"
1439,ChIJW8TqgQbCzS0RYfj2LM01EUg,Square Restaurant & Lounge,Hannah Cherry,5,"Fantastic food, we had a sharing taster menu which allowed us to try several classic Balinese dishes, we enjoyed all of them and the portion sizes were very generous, come with a good appetite!"
1440,ChIJW8TqgQbCzS0RYfj2LM01EUg,Square Restaurant & Lounge,د. شادي النعمان,5,"I had my lunch there today i ordered prawn risoto & i was surprised how delicious this dish was with all its details, the style of the dish was 5 stars style, the chocklate lava dessert too was delecious, the 2 girls who served me were very nice and friendly , i met the cheff and he is a good well experienced man, i wish him the best, i will be back for sure"
1441,ChIJW8TqgQbCzS0RYfj2LM01EUg,Square Restaurant & Lounge,Veronica Perez Moreno,5,"The best dinner we had in Lombok!!! The place is really nice and the food is amazing. Really tasty and big portions with razonable prices. We had Indonesian food but they also have international options in the menu.
The chef is really nice and experienced and you can notice that in the taste of the food. He offered us to organise a transport to the hotel.
If you are in Lombok don’t miss it!!!"
1442,ChIJW8TqgQbCzS0Rk0lLUopdSpk,Asmara Restaurant & Lounge,oloifh,5,"Very nice food, partly European and Indonesian. Taste for European is very authentic and the taste is great. The service pay a lot of Attention and try to help immediately. I was sitting in the area further away from the street, therefore it was not very loud. However, if you get the area next to the street it might be relative loud.
The owners are from Germany as last information, maybe that is why European food is authentic"
1443,ChIJW8TqgQbCzS0Rk0lLUopdSpk,Asmara Restaurant & Lounge,woori kim,5,"The atmosphere, food taste, price and location are all good. Nearby, there is a good shop to buy gifts called Banyan, so it would be nice to go shopping before eating or going to this restaurant. It was so romantic and beautiful and happy meal with lighting and purple flowers. If you go to Lombok again, you'll definitely visit the restaurant again."
1444,ChIJW8TqgQbCzS0Rk0lLUopdSpk,Asmara Restaurant & Lounge,Rayna Karayaneva,3,"Had an early dinner there once during our stay on Lombok. Nice ambiance altogether but food was not to die for. Greasy and not tasty curry with fish and dry tuna steak, though ok.Prices are average for the island tourists spots. A nice public library and pools table could be found at the back but if it's just for food its really not wow, though ok. Staff is nice ."
1445,ChIJW8TqgQbCzS0Rk0lLUopdSpk,Asmara Restaurant & Lounge,Denise Gill,5,"A lovely meal out. Nice food and drinks menu.
Very friendly, helpful staff and the food was very tasty.

Tourist from 🇬🇧"
1446,ChIJW8TqgQbCzS0Rk0lLUopdSpk,Asmara Restaurant & Lounge,Roger Hellens,5,"Great restaurant. The starter, garlic prawn and tuna Tatar were very good and my Ayam Taliwang was fantastic"
1447,ChIJgf7LiKngzS0RYM8rz0gXmoA,Jali Kitchen,Summer Luvin,5,"Review from a very happy customer!

Jali Kitchen is a must! If your on Gili T - then make an effort to go! There's a reason why it's hard to get a table or dishes get sold out - because it's bloody awesome! They're food is very authentic.

We ordered the mushroom ravioli in creamy beetroot sauce - vegetarians eat your heart out! An assortment of other dishes, unfortunately due supply shortage, couldn't try the beef rendang - next time for sure!

They have a large selection of fresh fruit drinks, I went back multiple nights just to try an assortment. They're all so refreshing & mouthwatering!

The restaurant staff are very friendly in particular the manager - Yuri (young handsome gent behind the counter). I tried to order a dish that would only be ready much later that evening. The manager then offered to have the dish specially delivered to my villa and to my surprise it was Yuri behind the door! With free banana bread too! It was very nice of Jali kitchen to have it delivered so late and was a special request that night :)

I have said too much - I will let the pictures do the talking :D"
1448,ChIJgf7LiKngzS0RYM8rz0gXmoA,Jali Kitchen,Feirouz Ben Guirat,5,"This restaurant is really worthed a 5 star rating.
We had coconut  smoothies and mixed juices which were delicious .
Chicken satay and a salad as a started and then mushroom ravioli in a beetroot sauce which was so surprising tasty and tofu pad Thai . I am looking forward to come back here again to try new meals and drinks ☺️"
1449,ChIJgf7LiKngzS0RYM8rz0gXmoA,Jali Kitchen,Joe Parsons,5,"My wife and I are a Nomad traveling couple who thrive on comfort peace and happiness.  Jali Resort and kitchen has been our home for a week and more.  Thanks to our fantastic manager Yudi, The cuisine here is unmatched in quality flavors and portions.  You are treated to Thai Indonesia Vietnam and Indian plus a touch of western.  It’s a must visit for anyone coming to Indonesia.  Reservations are necessary that’s how good the chefs are."
1450,ChIJgf7LiKngzS0RYM8rz0gXmoA,Jali Kitchen,Bea MC,5,"Ate here twice, really great service and the food is delicious. Price is affordable but suitable for the quality of the meal definitely.

Would recommend the Malaysian curry and the carrot cake. Jali can take all my money !"
1451,ChIJgf7LiKngzS0RYM8rz0gXmoA,Jali Kitchen,MD ISA,5,"We had to reserve a table a day before as this place is really popular and can get busy. Good I would recommend: Beef Rendang and carrot cake (one of the best). I ordered 2 starters, 2 mains, 2 cokes and 1 dessert for £16. I didn’t like the chicken satay as the sauce lacked taste - better in London."
1452,ChIJ_3G1ztXpzS0R1rLzgTL2EDo,Cafe Alberto Lombok,Jennifer Nairn,4,"Fantastic location, right on the beach. Very popular with locals and tourists. There are 4 very well-appointed rooms with amazing views to the ocean. Bed is very comfortable. Staff are so friendly and you can always chat with the owner. Just know that if you want your room cleaned, you need to ask. They do not want to intrude by knocking at the door at a certain time. Cleaning can be done between 9am & 3pm. Sunset is amazing! I highly recommend this hotel and cafè."
1453,ChIJ_3G1ztXpzS0R1rLzgTL2EDo,Cafe Alberto Lombok,Kateřina,5,"Cafe Alberto is an amazing place and we definitely recommend everyone in this area to come here, either for a meal or better for a stay. Alberto and the staff are wonderful, very helpful, and cheerful people, who make you smile every day. They always have a moment to ask if you need anything or just to chat. They helped us with renting a bike, and Alberto even translated for us with the owner of the rental. They gave us a lot of tips for trips and safety on the road. The room was big and clean. The view and the pool are absolutely the best, same as the breakfast and every meal we've had there. This is our number one in this area. Thank you for everything guys."
1454,ChIJ_3G1ztXpzS0R1rLzgTL2EDo,Cafe Alberto Lombok,Simone Bösch,5,I staid at Alberto's and ate there most of the time. The food is delicious and the terrace right by the sea. The team was very friendly and welcoming and all knew my name from the first minute. Alberto is a gem - super helpful and nice. The rooms are simple and good value for money. Definitively a good place to stay in Senggigi.
1455,ChIJ_3G1ztXpzS0R1rLzgTL2EDo,Cafe Alberto Lombok,Lila R. Sukendy,5,"My go-to place whenever I feel overwhelmed. Great service, reasonable pricing, food taste great! Come here when it's sunset. They also have a friendly Golden Retriever dog. Cute!"
1456,ChIJ_3G1ztXpzS0R1rLzgTL2EDo,Cafe Alberto Lombok,Angharad Delgado,4,"Nice restaurant on the beach!
Food was lovely and staff were great!
Only issue was finding it as the roadside entrance doesn’t have a sign or light! But once we found it we were greatly surprised"
1457,ChIJG6Y01renzS0RtVHZNUrrn84,Amazing Lombok Restaurant,Uliana Domasheva,5,"The restaurant exceeded all our expectations by far!
Every dish we had at Amazing Lombok Restaurant was of exceptional quality and truly amazing taste! 😍 pancakes with mixed berries and shakshouka became my personal favourites for a perfect breakfast before surfing ❤️
The burger and chicken parmigiana were also beyond any compliments 💫
We wish we stayed longer to try everything on the menu 😋
The location in proximity to the beach, as well as marvelous, picturesque swimming pool are great additional reasons to visit 🤗"
1458,ChIJG6Y01renzS0RtVHZNUrrn84,Amazing Lombok Restaurant,Ria Mawaddah,5,"It’s the cutest spot with amazing view and tasteful food. The service we received was so amazing and we will definitely be back again. They made us feel welcomed and gave us an amazing experience. If you are near Kuta or Serangan Lombok, don't hesitate to stay in their resort or just enjoy the food😎"
1459,ChIJG6Y01renzS0RtVHZNUrrn84,Amazing Lombok Restaurant,Pablo Cabrera,5,"Great venue with a beautiful refreshing swimming pool surrounded by green hills. Very complete menu, super friendly and professional staff. This is a mandatory stop if you come to Serangan"
1460,ChIJG6Y01renzS0RtVHZNUrrn84,Amazing Lombok Restaurant,Gayuh Asmara,5,Nice restaurant. Certainly a great option when you're in Serangan area.
1461,ChIJG6Y01renzS0RtVHZNUrrn84,Amazing Lombok Restaurant,Anna,5,"Amazing food in an amazing place ! Everything on the menu is exciting, and the quality is great ! Perfect place for a chill day : swimming pool, good food and games!"
1462,ChIJcRKMidbpzS0RnhkA2GggP5g,Verve Beach Club,Martiana Sipahutar,5,"This place is highly recommended to enjoy beautiful sunset in Senggigi. It has spacious parking lot. The sunset is gorgeous. When the sky is clear, you can even see Mt Agung in Bali, so near yet so far. The ambiance is nice and cozy, not too crowd, the music is fine, not too loud. The price is also reasonable. I enjoy my coconut drink and the beach and sunset very much. The softness of its dark sand is perfect."
1463,ChIJcRKMidbpzS0RnhkA2GggP5g,Verve Beach Club,Carol S,5,"A great place to relax, chill, and enjoy the view!
Really tasty food, super impressed that the menu price includes all taxes (no guesswork!) Unfortunately, the red curry was so delicious (& not at all chilli'd) we forgot to take a before pic. An easy location to get to, great service and variety of Indo & Western food, also a great cocktail menu and good selection of beer."
1464,ChIJcRKMidbpzS0RnhkA2GggP5g,Verve Beach Club,Andreas Bruchwitz,5,"We really enjoyed our dinner at Verve (Saturday night). The food was great, the cocktails were really yummy and didn't taste like petrol like they do in some other places. The atmosphere was chill and quiet. Staff and Service were great, they accommodated everything we asked for (even charged our phones). The sunset was amazing to watch from there. Prices are little higher than usual, but not too crazy (around 90-110k for food/cocktails). Definitely worth a visit."
1465,ChIJcRKMidbpzS0RnhkA2GggP5g,Verve Beach Club,Tina Salim,4,"The ambience was good, would be better if they played some music. The food taste could be improved. Overall nice place .."
1466,ChIJcRKMidbpzS0RnhkA2GggP5g,Verve Beach Club,Laura,4,"The portion of the food was small, had to order waffles twice to feel like it was a breakfast. However, the place is beautiful. We were the only guests so enjoyed the silence and view!"
1467,ChIJ6-lFrDXYzS0RcizgtQu8o9o,Muma Lombok Breeze,Daniel Srwn,5,"It's a beautiful place to relax by some fresh drinks and enjoy the amazing atmosphere. The sunset is the sweet topping at the evening.
Definitely a recommendation!"
1468,ChIJ6-lFrDXYzS0RcizgtQu8o9o,Muma Lombok Breeze,Avery Friedman,5,"super chill spot, great vibes, great people!"
1469,ChIJ6-lFrDXYzS0RcizgtQu8o9o,Muma Lombok Breeze,Alex,5,Sweet little Café/ Restaurant/ Tourist Information. The owner is super helpful and decent. The right place to take a rest on the way.
1470,ChIJ6-lFrDXYzS0RcizgtQu8o9o,Muma Lombok Breeze,Kateřina Killichová,5,Realy nice stop to eat on your way through the nort Lombok. The noodle soup is just delicious and the owner is very friendly and will give you some informations about Lombok.
1471,ChIJ6-lFrDXYzS0RcizgtQu8o9o,Muma Lombok Breeze,Hamim Faraby,5,Cool
1472,ChIJ21TzW2PAzS0RmEL3faL3GDA,Roemah Langko by Putera Lombok,Yuli Astuti,5,"Highly recomended if you wish to have a taste of local and Bali dishes. So you have to check if its spicy or not.

The sate rembige and ayam taliwang (both a little bit spicy) is good. But i looove the ikan bakar kerapu with bumbu jimbaran (no spicy, a bit savoury and a little bit sweet)

I love have they manage to maintain the old style vibes and the koi pond add the homey feeling. And you can also have a gathering here from 30pax to 100pax with spacious rooms. You can ask for baby chair if you need one.

The waiters also very friendly and quick responds.

I gave 4 stars for the food becoz, when i did my gathering for 30pax, some of the food taste a little bit too salty.

As for other thing, all was excellent."
1473,ChIJ21TzW2PAzS0RmEL3faL3GDA,Roemah Langko by Putera Lombok,Ratna,4,"Nice place, good food, the staff and the owner were very kind 🥰"
1474,ChIJ21TzW2PAzS0RmEL3faL3GDA,Roemah Langko by Putera Lombok,miradian isyana,5,"The best taste, service and ambience.. all menu is delicious 😋😋😋"
1475,ChIJ21TzW2PAzS0RmEL3faL3GDA,Roemah Langko by Putera Lombok,Marcus Wan,5,"Food is really good. If you are looking for authentic indonesian cuisine, this is the place. The vibe felt like a laid back but fancy restaurant for special occasions. And the food is soo good. Some dishes are spicy and have a good kick but beware what you order if you cannot take spice."
1476,ChIJ21TzW2PAzS0RmEL3faL3GDA,Roemah Langko by Putera Lombok,David Dong,5,"A very nice place to eat to go with friends, family or colleagues. with an old dutch atmosphere that is still very well preserved."
1477,ChIJN2HrsUK_zS0RcgEc7RMRWLU,Lombok Resto Senggigi,LFS Studio,5,👍👍👍👍👍
1478,ChIJN2HrsUK_zS0RcgEc7RMRWLU,Lombok Resto Senggigi,Rizal Suardi,4,
1479,ChIJPdh48BHczS0R0_jX7M8b9NY,Flavors Restaurant Lombok,Inge Stelten,5,"Food is symbolic of love when words are inadequate!
For more than 10 years, we have fallen in love with The Lombok Lodge with its unique Hotel Concept. This hidden haven offers an exceptional level of luxury. You can overlook the shimmering turquoise ocean of Lombok’s beautiful Medana Bay. The property is maintained outstandingly, the rooms are extremely clean, and the overall atmosphere at the Lombok Lodge is one of tranquility, attention to detail, and happiness with a lot of smiles from the staff.

The dishes are delicious and vary from Indonesian to Pan-Asian and Western food. Every meal is well-balanced and is composed of sweet, sour, bitter, and salty components and a wide range of quality products. Can you imagine? They harvest organic herbs from their own organic garden. Chef Jiwa delivered stunning meals every day and took the time to personally visit us and check in to ensure our meals were to our personal preference. He prepared “Royal Breakfasts” each day and wowed us with stunning 4-course dinners in the Flavors restaurant.

But also, the Italian Osteria for lunch can be recommended as a typical Italian Osteria where you enjoy pizza and pasta, and many other timeless classics of Italian cuisine, such as antipasti, salads, and delicious dolci.

We are still truly amazed by the top-notch hospitality. Needless to say, we look forward to coming heading over to this paradise again soon and would highly recommend this for people who are looking to switch off and recharge in heaven."
1480,ChIJPdh48BHczS0R0_jX7M8b9NY,Flavors Restaurant Lombok,Molly Routledge,5,"If you’re searching for an experience, as much as a place to eat, then Flavors is without a doubt the place to go. I booked the private jetty for my partner and we were truly spoiled. The staff were beyond lovely, the table setting was stunning and the overall environment was brilliant. And I haven’t even mentioned the food. We had the Lobster set menu and it was delicious! So fresh! As well as this, we got a visit from the chef himself. If you’re thinking about going, go!"
1481,ChIJPdh48BHczS0R0_jX7M8b9NY,Flavors Restaurant Lombok,Li Satryaputra,5,"Fantastic hospitality with 5-star location. Might worth the visiting lombok for this experience. The experience itself is highly personalized with great care from the well-trained staff.

Great quality food for special occasion."
1482,ChIJPdh48BHczS0R0_jX7M8b9NY,Flavors Restaurant Lombok,Giovanni,3,"Nice experience, but the food is not that good. I mean, the quality is excellent but the final result is not balanced. It is not wow, probably just ok. The staff is super nice and kind but definitely the overall experience doesn't worth the price."
1483,ChIJPdh48BHczS0R0_jX7M8b9NY,Flavors Restaurant Lombok,Lombok Wisata bahari,5,Good places
1484,ChIJV3dzeAXCzS0RVrTOsPqfSng,Pasta Pojok,Fabian John,4,This place was recommended by our tour guide and what an unassuming place to get hand made pasta -- but it was truly amazing! I also read previous reviews that the thicker pastas were a lot better and I could not agree more. We loved the pasta so much we got it delivered to our hotel for lunch the next day! We also had their pizza delivered via Grab a day earlier and it was 10/10 hands down. Service was a little lacklustre at the beginning but once they warmed up to us - it got better. Perhaps a little fine tuning in service and a little touch of warmth to new guest would do the trick.
1485,ChIJV3dzeAXCzS0RVrTOsPqfSng,Pasta Pojok,Deby Firmansyah,5,"This place is highly recommended to try.  The food is very good from the pasta and pizza.  Drinks are also available a variety of choices, there is gelato too.  The place is clean and the employees are friendly too.  Clean toilets are available.  Prices of food and drinks are also still affordable.  The location is strategic because it is on the edge of the Senggigi highway.  The layout of the space is also very neat and unique."
1486,ChIJV3dzeAXCzS0RVrTOsPqfSng,Pasta Pojok,Dian DD,5,This place is highly recommended to try.  The food is very good from the pasta and pizza. Prices of food and drinks are also still affordable. The place is clean and the employees are friendly too. The location is strategic because it is on the edge of the Senggigi highway.
1487,ChIJV3dzeAXCzS0RVrTOsPqfSng,Pasta Pojok,Christian Theodorus,5,Best pasta house in Lombok. You can order any pasta in this place. And also they home made pasta. So you maybe want to see what pasta you like before order it. The downside is the only temperature inside is warm. Also they forgot my pizza but is okay.
1488,ChIJV3dzeAXCzS0RVrTOsPqfSng,Pasta Pojok,Melinda Smith,5,"This place is amazing! Attention to detail, service and the incredible chef. The food is blissful, brilliant coffee and fabulous sangria.
I'm running out of positive words to use.
Open a Pasta Pojok in Australia, please!"
1489,ChIJ9ZwNkgrBzS0RIVUrCT9DB6A,Panyawangan Resto,Yulia Kim,5,"People come here for a beautiful view and it is amazing!  Delicious waffle with ice cream.  Excellent grilled rice with seafood.  The combination of ingredients is good.  prices are moderate.  Card payment not working, please have cash ready.  There is live music in the evenings which is great.  Thanks for a nice dinner!"
1490,ChIJ9ZwNkgrBzS0RIVUrCT9DB6A,Panyawangan Resto,Roberto Rodrigo,5,"Amazing place!!! We stayed for 2 days in Lombok and we went both days to have the lunch. The quality is top and his owner speaks English very well due to he was living in Australia. Best spring rolls ever. The views from the terrace is awsome and there is live music during fridays, saturdays and sundays evening."
